"practice","period","total_scripts","total_quantity","high_dose_scripts","high_dose_quantity","hd_script_ratio","hd_quantity_ratio"
"E85103",2018-08-01,7,120,3,16,0.428571428571429,0.133333333333333
"E85103",2018-09-01,7,140,2,12,0.285714285714286,0.0857142857142857
"E85103",2018-10-01,7,148,2,12,0.285714285714286,0.0810810810810811
"E85103",2018-11-01,9,164,3,20,0.333333333333333,0.121951219512195
"E85105",2018-01-01,2,24,1,8,0.5,0.333333333333333
"E85105",2018-02-01,4,60,2,16,0.5,0.266666666666667
"E85105",2018-03-01,5,56,2,16,0.4,0.285714285714286
"E85105",2018-04-01,2,24,1,8,0.5,0.333333333333333
"E85105",2018-05-01,5,72,1,8,0.2,0.111111111111111
"E85105",2018-06-01,4,48,2,16,0.5,0.333333333333333
"E85105",2018-08-01,3,56,0,0,0,0
"E85105",2018-09-01,4,120,0,0,0,0
"E85105",2018-10-01,2,40,0,0,0,0
"E85105",2018-11-01,3,56,0,0,0,0
"E85107",2018-01-01,23,242,0,0,0,0
"E85107",2018-02-01,15,304,0,0,0,0
"E85107",2018-03-01,16,212,0,0,0,0
"E85107",2018-04-01,18,304,0,0,0,0
"E85107",2018-05-01,22,336,0,0,0,0
"E85107",2018-06-01,19,281,0,0,0,0
"E85107",2018-08-01,15,176,0,0,0,0
"E85107",2018-09-01,17,268,1,8,0.0588235294117647,0.0298507462686567
"E85107",2018-10-01,15,235,4,4,0.266666666666667,0.0170212765957447
"E85107",2018-11-01,19,287,4,4,0.210526315789474,0.0139372822299652
"E85108",2018-01-01,26,324,1,4,0.0384615384615385,0.0123456790123457
"E85108",2018-02-01,12,172,2,12,0.166666666666667,0.0697674418604651
"E85108",2018-03-01,11,204,1,4,0.0909090909090909,0.0196078431372549
"E85108",2018-04-01,16,188,2,12,0.125,0.0638297872340425
"E85108",2018-05-01,7,180,1,4,0.142857142857143,0.0222222222222222
"E85108",2018-06-01,19,254,2,12,0.105263157894737,0.047244094488189
"E85108",2018-08-01,10,212,2,12,0.2,0.0566037735849057
"E85108",2018-09-01,13,228,1,4,0.0769230769230769,0.0175438596491228
"E85108",2018-10-01,14,208,3,16,0.214285714285714,0.0769230769230769
"E85108",2018-11-01,13,196,2,12,0.153846153846154,0.0612244897959184
"E85109",2018-01-01,3,16,2,8,0.666666666666667,0.5
"E85109",2018-02-01,3,20,1,4,0.333333333333333,0.2
"E85109",2018-03-01,5,36,2,8,0.4,0.222222222222222
"E85109",2018-04-01,3,16,2,8,0.666666666666667,0.5
"E85109",2018-05-01,3,16,2,8,0.666666666666667,0.5
"E85109",2018-06-01,4,23,2,8,0.5,0.347826086956522
"E85109",2018-08-01,3,24,1,4,0.333333333333333,0.166666666666667
"E85109",2018-09-01,6,48,3,16,0.5,0.333333333333333
"E85109",2018-10-01,4,20,3,12,0.75,0.6
"E85109",2018-11-01,8,56,5,28,0.625,0.5
"E85110",2018-01-01,4,32,0,0,0,0
"E85110",2018-02-01,1,24,0,0,0,0
"E85110",2018-03-01,2,16,0,0,0,0
"E85111",2018-01-01,8,152,5,52,0.625,0.342105263157895
"E85111",2018-02-01,10,140,5,28,0.5,0.2
"E85111",2018-03-01,7,120,3,32,0.428571428571429,0.266666666666667
"E85111",2018-04-01,6,158,2,8,0.333333333333333,0.0506329113924051
"E85111",2018-05-01,4,28,2,8,0.5,0.285714285714286
"E85111",2018-06-01,6,124,3,32,0.5,0.258064516129032
"E85111",2018-08-01,5,60,2,8,0.4,0.133333333333333
"E85111",2018-09-01,8,146,3,16,0.375,0.10958904109589
"E85111",2018-10-01,4,132,2,32,0.5,0.242424242424242
"E85111",2018-11-01,3,38,1,4,0.333333333333333,0.105263157894737
"E85112",2018-01-01,2,8,1,4,0.5,0.5
"E85112",2018-02-01,2,76,0,0,0,0
"E85112",2018-03-01,3,76,1,24,0.333333333333333,0.315789473684211
"E85112",2018-04-01,3,20,1,4,0.333333333333333,0.2
"E85112",2018-05-01,4,128,0,0,0,0
"E85112",2018-06-01,2,36,1,24,0.5,0.666666666666667
"E85112",2018-08-01,2,48,0,0,0,0
"E85112",2018-09-01,5,84,2,28,0.4,0.333333333333333
"E85112",2018-10-01,4,60,1,4,0.25,0.0666666666666667
"E85112",2018-11-01,5,84,2,28,0.4,0.333333333333333
"E85113",2018-01-01,22,592,3,24,0.136363636363636,0.0405405405405405
"E85113",2018-02-01,23,580,3,32,0.130434782608696,0.0551724137931034
"E85113",2018-03-01,18,500,2,24,0.111111111111111,0.048
"E85113",2018-04-01,23,624,2,16,0.0869565217391304,0.0256410256410256
"E85113",2018-05-01,25,644,4,40,0.16,0.062111801242236
"E85113",2018-06-01,22,544,5,56,0.227272727272727,0.102941176470588
"E85113",2018-08-01,24,704,3,32,0.125,0.0454545454545455
"E85113",2018-09-01,19,535,3,32,0.157894736842105,0.0598130841121495
"E85113",2018-10-01,23,580,3,32,0.130434782608696,0.0551724137931034
"E85113",2018-11-01,22,530,3,32,0.136363636363636,0.060377358490566
"E85114",2018-01-01,21,444,4,32,0.19047619047619,0.0720720720720721
"E85114",2018-02-01,14,396,1,8,0.0714285714285714,0.0202020202020202
"E85114",2018-03-01,19,396,3,24,0.157894736842105,0.0606060606060606
"E85114",2018-04-01,11,236,1,8,0.0909090909090909,0.0338983050847458
"E85114",2018-05-01,21,448,3,24,0.142857142857143,0.0535714285714286
"E85114",2018-06-01,14,312,2,16,0.142857142857143,0.0512820512820513
"E85114",2018-08-01,14,340,2,24,0.142857142857143,0.0705882352941176
"E85114",2018-09-01,18,404,3,24,0.166666666666667,0.0594059405940594
"E85114",2018-10-01,14,332,1,8,0.0714285714285714,0.0240963855421687
"E85114",2018-11-01,23,636,4,40,0.173913043478261,0.0628930817610063
"E85115",2018-01-01,6,176,1,4,0.166666666666667,0.0227272727272727
"E85115",2018-02-01,4,112,0,0,0,0
"E85115",2018-03-01,5,172,0,0,0,0
"E85115",2018-04-01,4,108,0,0,0,0
"E85115",2018-05-01,6,184,1,4,0.166666666666667,0.0217391304347826
"E85115",2018-06-01,4,108,0,0,0,0
"E85115",2018-08-01,3,100,0,0,0,0
"E85115",2018-09-01,6,180,0,0,0,0
"E85115",2018-10-01,5,132,0,0,0,0
"E85115",2018-11-01,6,224,0,0,0,0
"E85116",2018-01-01,9,212,1,8,0.111111111111111,0.0377358490566038
"E85116",2018-02-01,6,192,0,0,0,0
"E85116",2018-03-01,11,296,1,8,0.0909090909090909,0.027027027027027
"E85116",2018-04-01,4,144,0,0,0,0
"E85116",2018-05-01,7,256,0,0,0,0
"E85116",2018-06-01,6,168,0,0,0,0
"E85116",2018-08-01,5,160,0,0,0,0
"E85116",2018-09-01,6,204,0,0,0,0
"E85116",2018-10-01,7,174,0,0,0,0
"E85116",2018-11-01,5,164,0,0,0,0
"E85118",2018-01-01,8,176,1,12,0.125,0.0681818181818182
"E85118",2018-02-01,7,164,0,0,0,0
"E85118",2018-03-01,7,154,0,0,0,0
"E85118",2018-04-01,12,312,1,12,0.0833333333333333,0.0384615384615385
"E85118",2018-05-01,4,180,0,0,0,0
"E85118",2018-06-01,6,152,0,0,0,0
"E85118",2018-08-01,4,152,0,0,0,0
"E85118",2018-09-01,6,272,0,0,0,0
"E85118",2018-10-01,5,184,0,0,0,0
"E85118",2018-11-01,4,92,0,0,0,0
"E85119",2018-01-01,16,360,1,4,0.0625,0.0111111111111111
"E85119",2018-02-01,10,288,0,0,0,0
"E85119",2018-03-01,13,356,0,0,0,0
"E85119",2018-04-01,7,136,0,0,0,0
"E85119",2018-05-01,11,286,0,0,0,0
"E85119",2018-06-01,10,256,0,0,0,0
"E85119",2018-08-01,8,202,0,0,0,0
"E85119",2018-09-01,14,232,2,12,0.142857142857143,0.0517241379310345
"E85119",2018-10-01,12,216,1,8,0.0833333333333333,0.037037037037037
"E85119",2018-11-01,14,322,0,0,0,0
"E85120",2018-01-01,6,124,1,16,0.166666666666667,0.129032258064516
"E85120",2018-02-01,6,172,0,0,0,0
"E85120",2018-03-01,6,124,1,16,0.166666666666667,0.129032258064516
"E85120",2018-04-01,6,100,1,16,0.166666666666667,0.16
"E85120",2018-05-01,5,124,0,0,0,0
"E85120",2018-06-01,8,196,1,16,0.125,0.0816326530612245
"E85120",2018-08-01,6,140,1,16,0.166666666666667,0.114285714285714
"E85120",2018-09-01,7,148,0,0,0,0
"E85120",2018-10-01,6,140,2,36,0.333333333333333,0.257142857142857
"E85120",2018-11-01,4,104,0,0,0,0
"E85121",2018-01-01,21,696,2,32,0.0952380952380952,0.0459770114942529
"E85121",2018-02-01,17,468,2,32,0.117647058823529,0.0683760683760684
"E85121",2018-03-01,22,639,1,24,0.0454545454545455,0.0375586854460094
"E85121",2018-04-01,26,736,2,20,0.0769230769230769,0.0271739130434783
"E85121",2018-05-01,16,484,0,0,0,0
"E85121",2018-06-01,18,428,2,24,0.111111111111111,0.0560747663551402
"E85121",2018-08-01,16,392,1,16,0.0625,0.0408163265306122
"E85121",2018-09-01,22,620,1,16,0.0454545454545455,0.0258064516129032
"E85121",2018-10-01,18,468,0,0,0,0
"E85121",2018-11-01,24,616,3,24,0.125,0.038961038961039
"E85122",2018-01-01,14,384,2,12,0.142857142857143,0.03125
"E85122",2018-02-01,6,108,2,20,0.333333333333333,0.185185185185185
"E85122",2018-03-01,16,428,4,24,0.25,0.0560747663551402
"E85122",2018-04-01,12,372,3,28,0.25,0.0752688172043011
"E85122",2018-05-01,13,412,2,40,0.153846153846154,0.0970873786407767
"E85122",2018-06-01,10,308,2,8,0.2,0.025974025974026
"E85122",2018-08-01,12,296,2,8,0.166666666666667,0.027027027027027
"E85122",2018-09-01,11,220,3,24,0.272727272727273,0.109090909090909
"E85122",2018-10-01,13,368,3,32,0.230769230769231,0.0869565217391304
"E85122",2018-11-01,14,396,3,24,0.214285714285714,0.0606060606060606
"E85123",2018-01-01,10,84,3,20,0.3,0.238095238095238
"E85123",2018-02-01,14,226,1,12,0.0714285714285714,0.0530973451327434
"E85123",2018-03-01,11,328,2,28,0.181818181818182,0.0853658536585366
"E85123",2018-04-01,8,86,2,16,0.25,0.186046511627907
"E85123",2018-05-01,8,98,2,16,0.25,0.163265306122449
"E85123",2018-06-01,8,176,0,0,0,0
"E85123",2018-08-01,3,132,1,12,0.333333333333333,0.0909090909090909
"E85123",2018-09-01,10,101,3,20,0.3,0.198019801980198
"E85123",2018-10-01,8,210,3,28,0.375,0.133333333333333
"E85123",2018-11-01,7,60,1,24,0.142857142857143,0.4
"E85124",2018-01-01,4,76,1,28,0.25,0.368421052631579
"E85124",2018-02-01,5,85,0,0,0,0
"E85124",2018-03-01,4,68,0,0,0,0
"E85124",2018-04-01,8,172,1,28,0.125,0.162790697674419
"E85124",2018-05-01,5,120,0,0,0,0
"E85124",2018-06-01,5,104,0,0,0,0
"E85124",2018-08-01,9,168,2,32,0.222222222222222,0.19047619047619
"E85124",2018-09-01,8,176,0,0,0,0
"E85124",2018-10-01,7,398,1,270,0.142857142857143,0.678391959798995
"E85124",2018-11-01,7,116,2,16,0.285714285714286,0.137931034482759
"E85125",2018-01-01,3,92,1,12,0.333333333333333,0.130434782608696
"E85125",2018-02-01,1,84,0,0,0,0
"E85125",2018-03-01,1,12,1,12,1,1
"E85125",2018-04-01,3,116,1,12,0.333333333333333,0.103448275862069
"E85125",2018-05-01,1,84,0,0,0,0
"E85125",2018-06-01,2,68,1,12,0.5,0.176470588235294
"E85125",2018-08-01,2,96,1,12,0.5,0.125
"E85125",2018-09-01,2,128,0,0,0,0
"E85125",2018-10-01,2,36,1,12,0.5,0.333333333333333
"E85125",2018-11-01,2,68,1,12,0.5,0.176470588235294
"E85126",2018-01-01,10,88,7,60,0.7,0.681818181818182
"E85126",2018-02-01,10,136,6,36,0.6,0.264705882352941
"E85126",2018-03-01,8,96,6,72,0.75,0.75
"E85126",2018-04-01,7,56,5,40,0.714285714285714,0.714285714285714
"E85126",2018-05-01,8,112,5,40,0.625,0.357142857142857
"E85126",2018-06-01,12,100,8,64,0.666666666666667,0.64
"E85126",2018-08-01,8,84,7,76,0.875,0.904761904761905
"E85126",2018-09-01,11,160,6,44,0.545454545454545,0.275
"E85126",2018-10-01,10,92,6,52,0.6,0.565217391304348
"E85126",2018-11-01,13,220,5,36,0.384615384615385,0.163636363636364
"E85127",2018-01-01,12,260,3,28,0.25,0.107692307692308
"E85127",2018-02-01,12,240,4,36,0.333333333333333,0.15
"E85127",2018-03-01,9,184,3,24,0.333333333333333,0.130434782608696
"E85127",2018-04-01,11,260,3,28,0.272727272727273,0.107692307692308
"E85127",2018-05-01,12,236,4,36,0.333333333333333,0.152542372881356
"E85127",2018-06-01,11,248,4,52,0.363636363636364,0.209677419354839
"E85127",2018-08-01,12,272,4,36,0.333333333333333,0.132352941176471
"E85127",2018-09-01,11,244,4,52,0.363636363636364,0.213114754098361
"E85127",2018-10-01,14,310,4,30,0.285714285714286,0.0967741935483871
"E85127",2018-11-01,11,204,2,16,0.181818181818182,0.0784313725490196
"E85128",2018-01-01,10,132,0,0,0,0
"E85128",2018-02-01,7,96,0,0,0,0
"E85128",2018-03-01,12,213,1,12,0.0833333333333333,0.0563380281690141
"E85128",2018-04-01,9,166,0,0,0,0
"E85128",2018-05-01,8,126,0,0,0,0
"E85128",2018-06-01,9,132,1,12,0.111111111111111,0.0909090909090909
"E85128",2018-08-01,13,167,1,12,0.0769230769230769,0.0718562874251497
"E85128",2018-09-01,8,126,0,0,0,0
"E85128",2018-10-01,9,158,0,0,0,0
"E85128",2018-11-01,10,151,1,12,0.1,0.0794701986754967
"E85129",2018-01-01,6,112,0,0,0,0
"E85129",2018-02-01,9,200,0,0,0,0
"E85129",2018-03-01,9,204,0,0,0,0
"E85129",2018-04-01,7,124,0,0,0,0
"E85129",2018-05-01,16,428,0,0,0,0
"E85129",2018-06-01,5,96,0,0,0,0
"E85129",2018-08-01,12,292,0,0,0,0
"E85129",2018-09-01,9,174,0,0,0,0
"E85129",2018-10-01,6,120,0,0,0,0
"E85129",2018-11-01,8,164,0,0,0,0
"E85130",2018-01-01,14,294,2,20,0.142857142857143,0.0680272108843537
"E85130",2018-02-01,9,118,2,12,0.222222222222222,0.101694915254237
"E85130",2018-03-01,16,352,2,20,0.125,0.0568181818181818
"E85130",2018-04-01,14,364,1,8,0.0714285714285714,0.021978021978022
"E85130",2018-05-01,11,170,4,40,0.363636363636364,0.235294117647059
"E85130",2018-06-01,12,324,1,4,0.0833333333333333,0.0123456790123457
"E85130",2018-08-01,10,332,1,4,0.1,0.0120481927710843
"E85130",2018-09-01,8,164,4,44,0.5,0.268292682926829
"E85130",2018-10-01,11,312,4,36,0.363636363636364,0.115384615384615
"E85130",2018-11-01,8,232,2,12,0.25,0.0517241379310345
"E85600",2018-01-01,17,202,8,46,0.470588235294118,0.227722772277228
"E85600",2018-02-01,14,190,6,34,0.428571428571429,0.178947368421053
"E85600",2018-03-01,12,180,5,24,0.416666666666667,0.133333333333333
"E85600",2018-04-01,10,96,5,28,0.5,0.291666666666667
"E85600",2018-05-01,11,188,3,12,0.272727272727273,0.0638297872340425
"E85600",2018-06-01,15,256,5,28,0.333333333333333,0.109375
"E85600",2018-08-01,17,296,4,28,0.235294117647059,0.0945945945945946
"E85600",2018-09-01,9,124,3,16,0.333333333333333,0.129032258064516
"E85600",2018-10-01,12,192,3,16,0.25,0.0833333333333333
"E85600",2018-11-01,14,220,5,32,0.357142857142857,0.145454545454545
"E85605",2018-01-01,16,360,2,16,0.125,0.0444444444444444
"E85605",2018-02-01,18,340,5,40,0.277777777777778,0.117647058823529
"E85605",2018-03-01,19,340,6,60,0.315789473684211,0.176470588235294
"E85605",2018-04-01,19,392,3,24,0.157894736842105,0.0612244897959184
"E85605",2018-05-01,18,368,3,24,0.166666666666667,0.0652173913043478
"E85605",2018-06-01,18,372,3,24,0.166666666666667,0.0645161290322581
"E85605",2018-08-01,20,436,4,32,0.2,0.073394495412844
"E85605",2018-09-01,15,304,4,48,0.266666666666667,0.157894736842105
"E85605",2018-10-01,20,372,4,32,0.2,0.0860215053763441
"E85605",2018-11-01,17,332,3,24,0.176470588235294,0.072289156626506
"E85617",2018-02-01,1,16,0,0,0,0
"E85617",2018-06-01,1,24,0,0,0,0
"E85617",2018-09-01,2,36,1,24,0.5,0.666666666666667
"E85617",2018-10-01,1,72,0,0,0,0
"E85623",2018-01-01,1,16,1,16,1,1
"E85623",2018-02-01,1,64,0,0,0,0
"E85623",2018-03-01,2,80,1,16,0.5,0.2
"E85623",2018-04-01,1,16,1,16,1,1
"E85623",2018-05-01,2,24,1,8,0.5,0.333333333333333
"E85623",2018-06-01,2,80,1,16,0.5,0.2
"E85623",2018-08-01,2,80,1,16,0.5,0.2
"E85623",2018-09-01,2,24,1,8,0.5,0.333333333333333
"E85623",2018-10-01,1,16,1,16,1,1
"E85623",2018-11-01,2,88,0,0,0,0
"E85624",2018-01-01,7,152,2,32,0.285714285714286,0.210526315789474
"E85624",2018-02-01,4,140,0,0,0,0
"E85624",2018-03-01,8,272,1,16,0.125,0.0588235294117647
"E85624",2018-04-01,9,212,1,16,0.111111111111111,0.0754716981132075
"E85624",2018-05-01,9,328,2,32,0.222222222222222,0.0975609756097561
"E85624",2018-06-01,8,202,0,0,0,0
"E85624",2018-08-01,10,288,1,8,0.1,0.0277777777777778
"E85624",2018-09-01,6,108,3,40,0.5,0.37037037037037
"E85624",2018-10-01,8,260,1,8,0.125,0.0307692307692308
"E85624",2018-11-01,8,196,1,16,0.125,0.0816326530612245
"E85625",2018-01-01,6,108,1,8,0.166666666666667,0.0740740740740741
"E85625",2018-02-01,8,140,1,8,0.125,0.0571428571428571
"E85625",2018-03-01,6,104,1,8,0.166666666666667,0.0769230769230769
"E85625",2018-04-01,7,124,1,8,0.142857142857143,0.0645161290322581
"E85625",2018-05-01,9,160,1,8,0.111111111111111,0.05
"E85625",2018-06-01,10,136,2,8,0.2,0.0588235294117647
"E85625",2018-08-01,7,104,2,16,0.285714285714286,0.153846153846154
"E85625",2018-09-01,6,124,0,0,0,0
"E85625",2018-10-01,6,104,1,8,0.166666666666667,0.0769230769230769
"E85625",2018-11-01,6,124,0,0,0,0
"E85628",2018-01-01,8,272,0,0,0,0
"E85628",2018-02-01,5,104,0,0,0,0
"E85628",2018-03-01,10,232,1,8,0.1,0.0344827586206897
"E85628",2018-04-01,11,312,0,0,0,0
"E85628",2018-05-01,10,240,0,0,0,0
"E85628",2018-06-01,8,180,0,0,0,0
"E85628",2018-08-01,4,96,0,0,0,0
"E85628",2018-09-01,10,284,0,0,0,0
"E85628",2018-10-01,9,216,0,0,0,0
"E85628",2018-11-01,10,240,0,0,0,0
"E85630",2018-01-01,1,8,1,8,1,1
"E85630",2018-02-01,7,90,5,50,0.714285714285714,0.555555555555556
"E85630",2018-03-01,3,26,3,26,1,1
"E85630",2018-04-01,6,88,4,40,0.666666666666667,0.454545454545455
"E85630",2018-05-01,2,18,2,18,1,1
"E85630",2018-06-01,5,64,4,40,0.8,0.625
"E85630",2018-08-01,6,98,4,42,0.666666666666667,0.428571428571429
"E85630",2018-09-01,4,72,2,16,0.5,0.222222222222222
"E85630",2018-10-01,5,114,3,34,0.6,0.298245614035088
"E85630",2018-11-01,6,152,2,16,0.333333333333333,0.105263157894737
"E85633",2018-01-01,4,108,0,0,0,0
"E85633",2018-02-01,6,136,1,16,0.166666666666667,0.117647058823529
"E85633",2018-03-01,7,172,0,0,0,0
"E85633",2018-04-01,7,170,1,16,0.142857142857143,0.0941176470588235
"E85633",2018-05-01,8,216,0,0,0,0
"E85633",2018-06-01,5,130,0,0,0,0
"E85633",2018-08-01,5,176,0,0,0,0
"E85633",2018-09-01,5,144,0,0,0,0
"E85633",2018-10-01,5,124,0,0,0,0
"E85633",2018-11-01,5,144,0,0,0,0
"E85635",2018-01-01,3,88,1,12,0.333333333333333,0.136363636363636
"E85635",2018-02-01,1,56,0,0,0,0
"E85635",2018-04-01,1,12,1,12,1,1
"E85635",2018-05-01,1,48,0,0,0,0
"E85635",2018-06-01,2,80,0,0,0,0
"E85635",2018-09-01,3,224,0,0,0,0
"E85635",2018-10-01,2,104,0,0,0,0
"E85635",2018-11-01,3,68,0,0,0,0
"E85636",2018-01-01,8,218,0,0,0,0
"E85636",2018-02-01,9,269,0,0,0,0
"E85636",2018-03-01,9,305,0,0,0,0
"E85636",2018-04-01,6,296,0,0,0,0
"E85636",2018-05-01,13,322,0,0,0,0
"E85636",2018-06-01,8,278,0,0,0,0
"E85636",2018-08-01,7,280,0,0,0,0
"E85636",2018-09-01,3,96,0,0,0,0
"E85636",2018-10-01,6,296,0,0,0,0
"E85636",2018-11-01,9,296,0,0,0,0
"E85640",2018-01-01,1,24,0,0,0,0
"E85640",2018-02-01,4,168,0,0,0,0
"E85640",2018-03-01,1,24,0,0,0,0
"E85640",2018-04-01,5,240,0,0,0,0
"E85640",2018-05-01,4,136,0,0,0,0
"E85640",2018-06-01,5,216,0,0,0,0
"E85640",2018-08-01,5,216,0,0,0,0
"E85640",2018-09-01,4,136,0,0,0,0
"E85640",2018-10-01,3,96,0,0,0,0
"E85640",2018-11-01,5,136,0,0,0,0
"E85643",2018-01-01,6,264,0,0,0,0
"E85643",2018-02-01,3,104,0,0,0,0
"E85643",2018-03-01,4,120,0,0,0,0
"E85643",2018-04-01,4,144,0,0,0,0
"E85643",2018-05-01,3,104,0,0,0,0
"E85643",2018-06-01,3,96,0,0,0,0
"E85643",2018-08-01,5,160,0,0,0,0
"E85643",2018-09-01,3,120,0,0,0,0
"E85643",2018-10-01,4,120,0,0,0,0
"E85643",2018-11-01,3,112,0,0,0,0
"E85649",2018-02-01,1,16,1,16,1,1
"E85649",2018-03-01,2,32,1,16,0.5,0.5
"E85649",2018-05-01,1,16,1,16,1,1
"E85649",2018-09-01,2,40,1,16,0.5,0.4
"E85649",2018-10-01,2,72,1,16,0.5,0.222222222222222
"E85649",2018-11-01,1,24,0,0,0,0
"E85656",2018-01-01,5,164,1,8,0.2,0.0487804878048781
"E85656",2018-02-01,1,40,0,0,0,0
"E85656",2018-03-01,2,24,1,8,0.5,0.333333333333333
"E85656",2018-04-01,1,40,0,0,0,0
"E85656",2018-05-01,3,64,1,8,0.333333333333333,0.125
"E85656",2018-06-01,1,40,0,0,0,0
"E85656",2018-08-01,1,40,0,0,0,0
"E85656",2018-09-01,3,28,2,12,0.666666666666667,0.428571428571429
"E85656",2018-10-01,1,40,0,0,0,0
"E85656",2018-11-01,2,24,1,8,0.5,0.333333333333333
"E85657",2018-01-01,9,332,1,8,0.111111111111111,0.0240963855421687
"E85657",2018-02-01,7,192,1,8,0.142857142857143,0.0416666666666667
"E85657",2018-03-01,10,288,2,16,0.2,0.0555555555555556
"E85657",2018-04-01,6,184,0,0,0,0
"E85657",2018-05-01,6,192,1,8,0.166666666666667,0.0416666666666667
"E85657",2018-06-01,9,224,1,8,0.111111111111111,0.0357142857142857
"E85657",2018-08-01,8,192,1,8,0.125,0.0416666666666667
"E85657",2018-09-01,9,228,2,16,0.222222222222222,0.0701754385964912
"E85657",2018-10-01,8,260,0,0,0,0
"E85657",2018-11-01,5,136,1,8,0.2,0.0588235294117647
"E85658",2018-01-01,6,228,1,12,0.166666666666667,0.0526315789473684
"E85658",2018-02-01,6,136,2,32,0.333333333333333,0.235294117647059
"E85658",2018-03-01,8,204,2,24,0.25,0.117647058823529
"E85658",2018-04-01,5,136,1,16,0.2,0.117647058823529
"E85658",2018-05-01,4,120,1,16,0.25,0.133333333333333
"E85658",2018-06-01,9,192,3,40,0.333333333333333,0.208333333333333
"E85658",2018-08-01,9,368,1,16,0.111111111111111,0.0434782608695652
"E85658",2018-09-01,4,84,2,28,0.5,0.333333333333333
"E85658",2018-10-01,8,176,2,28,0.25,0.159090909090909
"E85658",2018-11-01,4,112,0,0,0,0
"E85659",2018-01-01,2,16,2,16,1,1
"E85659",2018-03-01,1,8,1,8,1,1
"E85659",2018-04-01,1,8,1,8,1,1
"E85659",2018-05-01,2,16,2,16,1,1
"E85659",2018-06-01,1,8,1,8,1,1
"E85659",2018-08-01,2,16,2,16,1,1
"E85659",2018-09-01,1,8,1,8,1,1
"E85659",2018-10-01,1,8,1,8,1,1
"E85659",2018-11-01,1,8,1,8,1,1
"E85663",2018-01-01,7,92,4,4,0.571428571428571,0.0434782608695652
"E85663",2018-02-01,9,284,4,4,0.444444444444444,0.0140845070422535
"E85663",2018-03-01,9,94,6,6,0.666666666666667,0.0638297872340425
"E85663",2018-04-01,8,148,5,12,0.625,0.0810810810810811
"E85663",2018-05-01,7,141,5,5,0.714285714285714,0.0354609929078014
"E85663",2018-06-01,12,157,5,5,0.416666666666667,0.0318471337579618
"E85663",2018-08-01,11,112,5,16,0.454545454545455,0.142857142857143
"E85663",2018-09-01,12,244,4,4,0.333333333333333,0.0163934426229508
"E85663",2018-10-01,18,104,8,8,0.444444444444444,0.0769230769230769
"E85663",2018-11-01,7,198,2,2,0.285714285714286,0.0101010101010101
"E85672",2018-01-01,1,32,0,0,0,0
"E85672",2018-02-01,1,20,0,0,0,0
"E85672",2018-03-01,2,52,0,0,0,0
"E85672",2018-04-01,2,52,0,0,0,0
"E85672",2018-05-01,3,84,0,0,0,0
"E85672",2018-06-01,2,52,0,0,0,0
"E85672",2018-08-01,2,52,0,0,0,0
"E85672",2018-09-01,2,52,0,0,0,0
"E85672",2018-10-01,2,52,0,0,0,0
"E85672",2018-11-01,4,116,0,0,0,0
"E85677",2018-01-01,23,168,8,24,0.347826086956522,0.142857142857143
"E85677",2018-02-01,22,84,9,12,0.409090909090909,0.142857142857143
"E85677",2018-03-01,19,164,7,20,0.368421052631579,0.121951219512195
"E85677",2018-04-01,22,100,9,12,0.409090909090909,0.12
"E85677",2018-05-01,19,88,6,16,0.315789473684211,0.181818181818182
"E85677",2018-06-01,22,100,9,12,0.409090909090909,0.12
"E85677",2018-08-01,14,71,5,15,0.357142857142857,0.211267605633803
"E85677",2018-09-01,30,213,11,21,0.366666666666667,0.0985915492957746
"E85677",2018-10-01,20,80,10,16,0.5,0.2
"E85677",2018-11-01,24,111,9,12,0.375,0.108108108108108
"E85680",2018-01-01,4,72,0,0,0,0
"E85680",2018-02-01,8,168,0,0,0,0
"E85680",2018-03-01,7,110,0,0,0,0
"E85680",2018-04-01,9,198,0,0,0,0
"E85680",2018-05-01,6,92,0,0,0,0
"E85680",2018-06-01,10,284,0,0,0,0
"E85680",2018-08-01,9,188,0,0,0,0
"E85680",2018-09-01,6,160,0,0,0,0
"E85680",2018-10-01,6,124,0,0,0,0
"E85680",2018-11-01,10,284,0,0,0,0
"E85681",2018-01-01,14,352,0,0,0,0
"E85681",2018-02-01,10,236,0,0,0,0
"E85681",2018-03-01,9,204,0,0,0,0
"E85681",2018-04-01,8,220,0,0,0,0
"E85681",2018-05-01,8,160,0,0,0,0
"E85681",2018-06-01,11,248,0,0,0,0
"E85681",2018-08-01,9,236,0,0,0,0
"E85681",2018-09-01,6,156,0,0,0,0
"E85681",2018-10-01,10,256,0,0,0,0
"E85681",2018-11-01,5,140,0,0,0,0
"E85682",2018-01-01,3,84,0,0,0,0
"E85682",2018-02-01,2,44,0,0,0,0
"E85682",2018-03-01,4,128,1,8,0.25,0.0625
"E85682",2018-04-01,3,76,0,0,0,0
"E85682",2018-05-01,4,68,1,8,0.25,0.117647058823529
"E85682",2018-06-01,4,128,0,0,0,0
"E85682",2018-08-01,7,168,2,12,0.285714285714286,0.0714285714285714
"E85682",2018-09-01,3,124,0,0,0,0
"E85682",2018-10-01,3,92,0,0,0,0
"E85682",2018-11-01,7,212,2,16,0.285714285714286,0.0754716981132075
"E85683",2018-01-01,8,196,0,0,0,0
"E85683",2018-02-01,9,264,0,0,0,0
"E85683",2018-03-01,5,88,0,0,0,0
